SRX,index,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX197985,L32_119,GSM2253544,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_8,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448930,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979855,NONE,,GSM2253544,,E3.25-ICM
SRX197985,L32_122,GSM2253545,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_9,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448929,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979856,NONE,,GSM2253545,,E3.25-TE
SRX197985,L32_124,GSM2253546,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_9,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448928,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979857,NONE,,GSM2253546,,E3.25-TE
SRX197985,L32_126,GSM2253547,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_9,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448927,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979858,NONE,,GSM2253547,,E3.25-TE
SRX197985,L32_127,GSM2253548,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_9,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448926,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979859,NONE,,GSM2253548,,E3.25-TE
SRX197986,L32_128,GSM2253549,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_9,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448793,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979860,NONE,,GSM2253549,,E3.25-ICM
SRX197986,L32_13,GSM2253550,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448911,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979861,NONE,,GSM2253550,,E3.25-TE
SRX197986,L32_16,GSM2253551,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448910,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979862,NONE,,GSM2253551,,E3.25-TE
SRX197986,L32_17,GSM2253552,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448905,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979863,NONE,,GSM2253552,,E3.25-ICM
SRX197986,L32_18,GSM2253553,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448904,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979864,NONE,,GSM2253553,,E3.25-TE
SRX197986,L32_19,GSM2253554,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448909,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979865,NONE,,GSM2253554,,E3.25-ICM
SRX197986,L32_20,GSM2253555,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448908,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979866,NONE,,GSM2253555,,E3.25-ICM
SRX197986,L32_21,GSM2253556,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: ICM,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448907,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979867,NONE,,GSM2253556,,E3.25-ICM
SRX197986,L32_25,GSM2253557,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: late 32 cell,strain: CD1,lineage: TE,embryo derived from: 32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448906,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979868,NONE,,GSM2253557,,E3.25-TE
