SRX,index,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_description,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_laboratory,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX135535,lateblast_7_5,GSM1912413,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194973,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355351,NONE,,GSM1912413,,E4.5-EPI
SRX135535,lateblast_7_6,GSM1912414,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194974,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355352,NONE,,GSM1912414,,E4.5-EPI
SRX135535,lateblast_8_3,GSM1912415,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194975,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355353,NONE,,GSM1912415,,E4.5-EPI
SRX135535,lateblast_8_7,GSM1912416,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194976,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355354,NONE,,GSM1912416,,E4.5-EPI
SRX135535,lateblast_8_8,GSM1912417,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194977,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355355,NONE,,GSM1912417,,E4.5-EPI
SRX135535,lateblast_9_13,GSM1912418,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194978,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355356,NONE,,GSM1912418,,E4.5-EPI
SRX135535,lateblast_9_15,GSM1912419,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194979,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355357,NONE,,GSM1912419,,E4.5-EPI
SRX135535,lateblast_9_16,GSM1912420,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194980,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355358,NONE,,GSM1912420,,E4.5-EPI
SRX135535,lateblast_9_19,GSM1912421,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194981,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355359,NONE,,GSM1912421,,E4.5-EPI
SRX135536,lateblast_9_2,GSM1912422,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194982,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355360,NONE,,GSM1912422,,E4.5-EPI
SRX135536,lateblast_9_3,GSM1912423,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194983,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355361,NONE,,GSM1912423,,E4.5-EPI
SRX135536,lateblast_9_4,GSM1912424,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194984,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355362,NONE,,GSM1912424,,E4.5-EPI
SRX135536,lateblast_10_10,GSM1912425,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194985,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355363,NONE,,GSM1912425,,E4.5-EPI
SRX135536,lateblast_10_11,GSM1912426,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194986,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355364,NONE,,GSM1912426,,E4.5-EPI
SRX135536,lateblast_10_9,GSM1912427,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194987,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355365,NONE,,GSM1912427,,E4.5-EPI
SRX135536,lateblast_4_1,GSM1912428,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194988,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355366,NONE,,GSM1912428,,E4.5-EPI
SRX135536,lateblast_4_21,GSM1912429,Public on Jul 27 2016,Oct 19 2015,May 15 2019,SRA,1,embryo,Mus musculus,strain: male CAST/EiJ x female C57BL/6J,cell type: E4.5 Epiblast,Sex: NA,"mESCs were cultured in 2i and LIF as the ground state condition or in serum and LIF as the conventional condition. Epistem cell lines were also generated from the two lines by culturing them with Activin A and FGF2. In order to study more advanced development, we differentiated the two mESC lines through embryonic body formation to postmitotic motor neurons using retinoic acid and the smoothened agonist SAG. This differentiation process also results in the derivation of several types of interneurons.",total RNA,Libraries for RNA-seq were prepared by using SMART-seq2 combined with Tn5 tagementation,,10090,,Illumina Casava1.7 software used for basecalling,RNA-seq reads of each cell were mapped to the mouse reference genome (mm10) using STAR (version 2.4.1),Expression  of genes for each sample was quantified and normalized using Cufflinks and Cuffnorm (version 2.2.1),Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL13112,"Qiaolin,,Deng",qiaolin.deng@ki.se,Developmental Biology,Cell and Molecular Biology,Karolinska Institutet,Berzelius väg 35,Stockholm,17165,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04194989,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1355367,NONE,,GSM1912429,,E4.5-EPI
