SRX,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_treatment_protocol_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_laboratory,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_state,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX809456,GSM4472022,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573683,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094568,NONE,,GSM4472022,,E3.75-ICM
SRX809456,GSM4472023,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573719,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094569,NONE,,GSM4472023,,E3.75-ICM
SRX809457,GSM4472024,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573718,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094570,NONE,,GSM4472024,,E3.75-ICM
SRX809457,GSM4472025,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573682,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094571,NONE,,GSM4472025,,E3.75-ICM
SRX809457,GSM4472026,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573681,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094572,NONE,,GSM4472026,,E3.75-ICM
SRX809457,GSM4472027,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573680,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094573,NONE,,GSM4472027,,E3.75-ICM
SRX809457,GSM4472028,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573679,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094574,NONE,,GSM4472028,,E3.75-ICM
SRX809453,GSM4472029,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573678,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094536,NONE,,GSM4472029,,E3.75-ICM
SRX809453,GSM4472030,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573677,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094537,NONE,,GSM4472030,,E3.75-ICM
SRX809453,GSM4472031,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573676,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094538,NONE,,GSM4472031,,E3.75-ICM
SRX809457,GSM4472032,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573675,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094575,NONE,,GSM4472032,,E3.75-ICM
SRX809457,GSM4472033,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573674,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094576,NONE,,GSM4472033,,E3.75-ICM
SRX809457,GSM4472034,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573673,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094577,NONE,,GSM4472034,,E3.75-ICM
SRX809457,GSM4472035,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573672,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094578,NONE,,GSM4472035,,E3.75-ICM
SRX809457,GSM4472036,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573671,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094579,NONE,,GSM4472036,,E3.75-ICM
SRX809458,GSM4472037,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573670,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094580,NONE,,GSM4472037,,E3.75-ICM
SRX809458,GSM4472038,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573669,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094581,NONE,,GSM4472038,,E3.75-ICM
SRX809458,GSM4472039,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573668,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094582,NONE,,GSM4472039,,E3.75-ICM
SRX809458,GSM4472040,Public on Jan 09 2022,Apr 10 2020,Jan 09 2022,SRA,1,single cell,Mus musculus,developmental stage: E3.75,Embryos were flushed at E3.75 from uterine horns using flushing using M2. The zona pellucida was removed using acid Tyrode’s solution. Embryos were subjected to immunosurgery. Single-cell dissociation of ICMs was performed in a 1:1 mixture of Accutase and 0.025% trypsin plus 1% chick serum.,"Mice used were intercrosses of PDGFRa::H2B-GFP/+, in which a cassette containing human H2B fused to enhanced green protein (H2B-GFP) was targeted to the Pdgfra locus, and first filial generation (F1) hybrids (C57BL/6JxCBA/J) (Charles River). All embryos used in this study were obtained from natural mating.",total RNA,Dissociated single cells were transferred immediately into Smart-Seq2 single-cell lysis buffer and immediately frozen on dry ice.,Smart-Seq2 library was prepared as described in Picelli S et al. 2014.,10090,STAR alignment,Htseq-count,Genome_build: mm10,Supplementary_files_format_and_content: counts,GPL13112,"Giuliano,Giuseppe,Stirparo",giulianostirparo@gmail.com,Jeffrey Cheah Biomedical Centre,Wellcome MRC Cambridge Stem Cell,University of Cambridge,Puddicombe Way,Cambridge,Cambridgeshire,CB2 0AW,United Kingdom,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14573667,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8094583,NONE,,GSM4472040,,E3.75-ICM
